region_isp,month,DownloadThroughputSplitByClientAndByServer,UploadThroughputSplitByClientAndByServer,RTTSplitByClientAndByServer,NetLimitedSplitByClientAndByServer,ClientLimitedSplitByClientAndByServer,WinScaleRcvdSplitByClientAndByServer,NumberOfClientsSplitByClientAndByServer
348_bu_15467,05-01-2010,4.408114,0.310725,44.000000,0.130960,0.855973,1.487738,378
348_bu_15467,06-01-2010,4.491979,0.336854,44.000000,0.195663,0.791535,1.480057,375
348_bu_15467,07-01-2010,4.560058,0.356406,44.000000,0.203203,0.786078,1.416230,421
348_bu_15467,07-01-2011,4.129143,0.372065,45.000000,0.371997,0.624370,1.216763,398
348_bu_15467,08-01-2010,4.520454,0.357345,45.000000,0.144922,0.847617,1.525698,362
348_bu_15467,08-01-2011,4.412982,0.421816,45.000000,0.415468,0.578480,1.476190,323
348_bu_15467,09-01-2010,4.362647,0.413728,43.000000,0.083659,0.909297,0.929900,342
348_bu_15467,09-01-2011,4.930670,0.430999,44.000000,0.178513,0.816856,1.648961,237
348_bu_15467,10-01-2010,4.477309,0.402269,43.000000,0.118878,0.876346,0.887500,365
348_bu_15467,11-01-2010,4.265484,0.388671,44.000000,0.244014,0.751898,1.009027,578
348_bu_15467,12-01-2010,4.683065,0.366735,45.000000,0.312158,0.678022,1.226358,573
348_bu_15555,01-01-2010,4.214945,0.345929,43.000000,0.161868,0.826794,1.646875,482
348_bu_15555,01-01-2011,4.704143,0.443200,41.000000,0.127570,0.866084,1.251739,6780
348_bu_15555,02-01-2010,4.153747,0.343421,52.000000,0.255878,0.734198,1.477662,1136
348_bu_15555,02-01-2011,4.015892,0.447113,42.000000,0.230672,0.761600,1.369397,6639
348_bu_15555,03-01-2010,4.401030,0.360527,43.000000,0.152461,0.834622,1.695461,2473
348_bu_15555,03-01-2011,4.810420,0.451270,42.000000,0.164565,0.829893,1.473903,6250
348_bu_15555,04-01-2010,4.656153,0.362830,42.500000,0.152350,0.840678,1.661540,4094
348_bu_15555,05-01-2010,4.665000,0.403532,42.000000,0.114247,0.878369,1.639898,4719
348_bu_15555,06-01-2010,4.546123,0.418178,42.000000,0.122103,0.870189,1.659941,4534
348_bu_15555,07-01-2010,4.787504,0.422933,41.000000,0.099433,0.894786,1.496881,4057
348_bu_15555,07-01-2011,4.951835,0.460554,40.000000,0.120563,0.874405,1.503630,4342
348_bu_15555,08-01-2010,4.645167,0.433387,42.000000,0.117472,0.875045,1.192823,4171
348_bu_15555,08-01-2011,4.902505,0.462898,40.000000,0.135192,0.858885,1.560874,3999
348_bu_15555,09-01-2010,4.465319,0.435272,44.000000,0.281366,0.706633,1.326680,5133
348_bu_15555,09-01-2011,4.944926,0.522797,42.000000,0.167947,0.827190,1.726792,4004
348_bu_15555,10-01-2010,4.504610,0.438666,44.000000,0.209390,0.784510,1.240119,5255
348_bu_15555,11-01-2010,4.854905,0.442673,41.000000,0.139509,0.854907,1.262245,5662
348_bu_15555,12-01-2010,4.790212,0.443331,41.000000,0.133758,0.859944,1.316862,6342
348_bu_197248,01-01-2011,3.533973,0.402370,68.000000,0.727349,0.266323,1.315108,508
348_bu_197248,02-01-2011,3.365977,0.421144,77.000000,0.651475,0.343773,1.438596,495
348_bu_197248,03-01-2010,4.255180,0.426362,52.000000,0.942151,0.048869,1.640000,250
348_bu_197248,03-01-2011,3.976726,0.417377,83.000000,0.346391,0.649217,1.684350,444
348_bu_197248,04-01-2010,4.176807,0.413201,56.000000,0.910935,0.083393,1.988395,394
348_bu_197248,05-01-2010,3.924277,0.378467,58.000000,0.886743,0.103348,1.746606,493
348_bu_197248,06-01-2010,3.683991,0.362014,61.000000,0.913299,0.079137,1.922078,471
348_bu_197248,07-01-2010,3.443819,0.363743,64.000000,0.916601,0.073569,1.472826,390
348_bu_197248,07-01-2011,4.731044,0.431792,62.000000,0.408206,0.586914,1.906528,416
348_bu_197248,08-01-2010,3.034759,0.389986,65.000000,0.849331,0.141051,0.969697,496
348_bu_197248,08-01-2011,3.937515,0.431859,66.000000,0.521768,0.472943,1.504587,281
348_bu_197248,09-01-2010,3.197091,0.360127,69.000000,0.830494,0.161448,1.467687,423
348_bu_197248,09-01-2011,4.670428,0.439252,62.000000,0.561935,0.423936,1.847599,306
348_bu_197248,10-01-2010,3.442088,0.416753,65.000000,0.663757,0.332093,1.436019,420
348_bu_197248,11-01-2010,3.194523,0.378569,65.000000,0.717478,0.272846,1.444073,423
348_bu_197248,12-01-2010,3.617655,0.412257,64.000000,0.822216,0.162585,1.390135,509
348_bu_20845,01-01-2010,8.463691,3.378049,32.000000,0.204174,0.793023,1.539379,460
348_bu_20845,01-01-2011,13.548693,5.259946,29.000000,0.068245,0.926903,1.277262,4654
348_bu_20845,02-01-2010,7.913372,2.951752,40.500000,0.348274,0.641286,1.612972,819
348_bu_20845,02-01-2011,15.030188,5.383769,29.000000,0.066609,0.927948,1.465843,4031
348_bu_20845,03-01-2010,12.177263,5.218192,27.000000,0.168697,0.825635,1.692308,1999
348_bu_20845,03-01-2011,14.293537,5.443654,30.000000,0.068273,0.926632,1.510707,4248
348_bu_20845,04-01-2010,13.347014,5.499878,26.000000,0.160374,0.833970,1.822222,2881
348_bu_20845,05-01-2010,13.516660,5.577123,26.000000,0.062058,0.933278,1.700825,3107
348_bu_20845,06-01-2010,15.154361,5.658943,26.000000,0.054124,0.940973,1.798840,2732
348_bu_20845,07-01-2010,15.764073,5.652999,25.000000,0.050224,0.945231,1.493020,2622
348_bu_20845,07-01-2011,15.712677,5.739379,31.000000,0.076226,0.918313,1.704111,3450
348_bu_20845,08-01-2010,16.243428,5.655212,27.000000,0.056562,0.938288,1.473800,2877
348_bu_20845,08-01-2011,13.445182,6.113165,29.000000,0.174160,0.820300,1.648192,3497
348_bu_20845,09-01-2010,11.033064,5.343804,29.000000,0.064590,0.931094,1.391107,3204
348_bu_20845,09-01-2011,12.679669,6.421937,30.000000,0.166643,0.829117,1.616822,3420
348_bu_20845,10-01-2010,13.133504,5.493619,29.000000,0.058679,0.936563,1.420802,3661
348_bu_20845,11-01-2010,13.505088,5.142141,28.000000,0.066763,0.928575,1.397808,3933
348_bu_20845,12-01-2010,14.605663,5.299853,28.000000,0.066857,0.928613,1.401862,4242
348_bu_21334,01-01-2010,,0.200450,,,,,
348_bu_21334,01-01-2011,0.667643,0.205354,120.000000,0.227483,0.760492,2.730213,335
348_bu_21334,02-01-2010,,0.201265,,,,,
348_bu_21334,02-01-2011,0.857127,0.201159,121.000000,0.233094,0.753690,2.576714,235
348_bu_21334,03-01-2010,1.606109,0.207930,120.000000,0.648343,0.340831,2.541997,445
348_bu_21334,03-01-2011,1.221242,0.203640,120.000000,0.210723,0.776380,2.481013,240
348_bu_21334,04-01-2010,1.365873,0.209276,119.000000,0.505040,0.483149,2.486855,599
348_bu_21334,05-01-2010,0.239443,0.205355,119.000000,0.236186,0.751461,2.479076,444
348_bu_21334,06-01-2010,0.515788,0.205317,120.000000,0.230392,0.754725,2.689015,392
348_bu_21334,07-01-2010,0.415955,0.207822,121.000000,0.219388,0.769229,2.616135,328
348_bu_21334,07-01-2011,1.340988,0.201233,114.000000,0.256876,0.730589,2.636111,247
348_bu_21334,08-01-2010,0.568560,0.204544,121.000000,0.218604,0.770677,2.384537,267
348_bu_21334,08-01-2011,,0.208671,110.000000,0.238701,0.749241,2.790566,
348_bu_21334,09-01-2010,,0.196277,128.000000,0.220370,0.768540,2.670455,
348_bu_21334,09-01-2011,,0.217302,109.000000,0.214209,0.776475,2.703947,
348_bu_21334,10-01-2010,0.239977,0.192873,121.000000,0.247074,0.739026,2.741021,265
348_bu_21334,11-01-2010,0.475676,0.193367,120.000000,0.221454,0.769208,2.854128,245
348_bu_21334,12-01-2010,0.672988,0.205180,120.000000,0.227625,0.761721,2.792653,329
348_bu_2547,04-01-2010,,13.968150,,,,,
348_bu_31219,01-01-2011,3.706373,0.406933,44.000000,0.899015,0.089676,0.835544,323
348_bu_31219,02-01-2011,3.319788,0.369957,45.000000,0.921711,0.071608,1.797654,280
348_bu_31219,03-01-2011,3.499749,0.394080,44.000000,0.906957,0.083070,1.428070,224
348_bu_31219,04-01-2010,,0.235329,,,,,
348_bu_31219,05-01-2010,,0.326863,41.000000,0.522289,0.473103,2.110599,
348_bu_31219,06-01-2010,,0.325412,40.000000,0.477399,0.515219,1.545000,
348_bu_31219,07-01-2010,,0.328143,,,,,
348_bu_31219,07-01-2011,,0.410512,46.000000,0.498383,0.487531,1.213115,
348_bu_31219,08-01-2010,,0.327602,,,,,
348_bu_31219,08-01-2011,,0.423831,44.000000,0.576282,0.419030,1.029046,
348_bu_31219,09-01-2010,,0.335496,43.000000,0.676998,0.318138,1.009662,
348_bu_31219,09-01-2011,,0.425542,44.000000,0.733450,0.244186,1.739130,
348_bu_31219,10-01-2010,,0.321253,43.000000,0.734438,0.260080,1.788991,
348_bu_31219,11-01-2010,3.991368,0.381600,45.000000,0.929033,0.063245,1.552050,279
348_bu_31219,12-01-2010,4.022034,0.373137,44.000000,0.924766,0.068771,1.480769,273
348_bu_3340,01-01-2010,,0.166383,,,,,
348_bu_3340,01-01-2011,3.092449,0.198361,47.000000,0.517328,0.467317,1.105068,546
348_bu_3340,02-01-2010,,0.170762,,,,,
348_bu_3340,02-01-2011,3.384655,0.219162,47.000000,0.435727,0.558958,0.866667,440
348_bu_3340,03-01-2010,2.924419,0.178688,51.000000,0.547314,0.447624,1.277652,285
348_bu_3340,03-01-2011,3.616059,0.207359,47.000000,0.417425,0.576102,1.098229,386
348_bu_3340,04-01-2010,2.634267,0.174123,53.000000,0.539338,0.454637,1.414909,473
348_bu_3340,05-01-2010,3.395640,0.178719,51.000000,0.596733,0.393006,1.668182,615
348_bu_3340,06-01-2010,3.534685,0.177768,47.000000,0.531820,0.458049,1.608545,579
348_bu_3340,07-01-2010,2.439031,0.177013,48.000000,0.472964,0.521656,1.460772,521
348_bu_3340,07-01-2011,3.254766,0.209964,48.000000,0.311239,0.684085,1.201961,303
348_bu_3340,08-01-2010,3.433138,0.199758,48.000000,0.389361,0.606688,0.796460,517
348_bu_3340,08-01-2011,4.092048,0.328239,46.000000,0.377877,0.617690,1.963387,265
348_bu_3340,09-01-2010,3.037958,0.179367,52.000000,0.413987,0.575243,0.912020,508
348_bu_3340,09-01-2011,,0.282153,48.000000,0.207817,0.788029,1.392550,
348_bu_3340,10-01-2010,2.446019,0.201260,48.000000,0.338367,0.653248,0.682278,475
348_bu_3340,11-01-2010,2.657424,0.184061,49.000000,0.383139,0.610004,0.862887,606
348_bu_3340,12-01-2010,2.521668,0.196739,48.000000,0.582857,0.400470,1.168662,643
348_bu_34588,01-01-2011,,0.401477,41.000000,0.819942,0.170719,1.656904,
348_bu_34588,02-01-2011,,0.308717,,,,,
348_bu_34588,04-01-2010,,0.306194,,,,,
348_bu_34588,05-01-2010,,0.243997,35.000000,0.854463,0.130372,0.981982,
348_bu_34588,06-01-2010,,0.413230,,,,,
348_bu_34588,07-01-2010,,0.491003,,,,,
348_bu_34588,08-01-2010,,0.408662,,,,,
348_bu_34588,10-01-2010,,0.531829,,,,,
348_bu_34588,11-01-2010,,0.606283,,,,,
348_bu_34588,12-01-2010,,0.335784,40.000000,0.802947,0.192069,1.212963,
348_bu_34833,01-01-2011,3.380855,0.362922,50.000000,0.529876,0.459620,0.512679,613
348_bu_34833,02-01-2011,3.873056,0.362892,51.000000,0.644486,0.342929,0.965567,475
348_bu_34833,03-01-2010,,0.295424,,,,,
348_bu_34833,03-01-2011,4.611509,0.367416,50.000000,0.418211,0.576216,0.949495,500
348_bu_34833,04-01-2010,4.107874,0.281658,52.000000,0.594366,0.399870,1.089109,209
348_bu_34833,05-01-2010,3.643642,0.219975,52.000000,0.502877,0.490226,1.883648,210
348_bu_34833,06-01-2010,,0.154979,52.000000,0.614438,0.382014,1.661130,
348_bu_34833,07-01-2010,,0.316233,50.000000,0.340208,0.655293,1.465753,
348_bu_34833,07-01-2011,4.552380,0.413706,50.000000,0.102352,0.888470,1.516908,281
348_bu_34833,08-01-2010,,0.214403,49.000000,0.387851,0.598127,0.911263,
348_bu_34833,08-01-2011,4.615278,0.407462,49.000000,0.074217,0.921171,1.239927,249
348_bu_34833,09-01-2010,2.490493,0.275458,54.000000,0.501421,0.491529,1.050746,200
348_bu_34833,09-01-2011,4.342809,0.421209,50.000000,0.207115,0.786163,1.262931,242
348_bu_34833,10-01-2010,2.746760,0.321662,54.000000,0.363149,0.628869,0.873711,236
348_bu_34833,11-01-2010,3.385361,0.299764,51.000000,0.322947,0.669869,0.845966,232
348_bu_34833,12-01-2010,3.414962,0.349383,50.500000,0.386804,0.601683,0.985597,282
348_bu_42205,01-01-2011,,0.620012,35.000000,0.917245,0.076003,1.475983,
348_bu_42205,02-01-2011,,0.615663,,,,,
348_bu_42205,03-01-2011,,1.005522,34.000000,0.846679,0.145394,1.827731,
348_bu_42205,12-01-2010,,1.426470,32.000000,0.711399,0.282868,2.084507,
348_bu_43529,11-01-2010,,0.763290,44.000000,0.112867,0.882771,1.497653,
348_bu_43529,12-01-2010,,0.800491,43.000000,0.106285,0.887692,1.500000,
348_bu_5513,01-01-2010,,0.169819,,,,,
348_bu_5513,01-01-2011,0.972048,0.167142,111.000000,0.866404,0.106869,2.833058,817
348_bu_5513,02-01-2010,,0.164571,120.500000,0.418486,0.558972,2.013825,
348_bu_5513,02-01-2011,0.991945,0.164047,110.000000,0.864715,0.105607,2.738532,562
348_bu_5513,03-01-2010,1.318361,0.160976,110.000000,0.480623,0.508127,3.053211,290
348_bu_5513,03-01-2011,1.085130,0.170202,110.000000,0.229237,0.753849,2.871615,385
348_bu_5513,04-01-2010,1.318554,0.160909,110.000000,0.608055,0.374322,3.236416,608
348_bu_5513,05-01-2010,1.380418,0.165820,110.000000,0.557756,0.420474,2.782440,847
348_bu_5513,06-01-2010,1.649570,0.160976,110.000000,0.402601,0.580281,2.870748,575
348_bu_5513,07-01-2010,1.825467,0.149428,110.000000,0.369486,0.617884,2.731968,514
348_bu_5513,07-01-2011,1.427512,0.137744,110.000000,0.229490,0.752876,2.574680,219
